5044	0	1.0	-1	2014-11-16
5045	0	1.0	-1	2014-09-08
5046	0	3.0	-1	2013-10-06
5047	0	5.0	-1	2014-11-30
5048	0	5.0	-1	2014-08-28
5049	0	5.0	-1	2013-07-16
5050	0	5.0	-1	2013-03-03
5051	0	1.0	1	2014-12-05
5052	0	2.0	1	2014-11-26
5053	0	4.0	1	2014-11-17
5054	0	3.0	1	2014-10-20
5055	0	5.0	1	2014-10-13
5056	0	5.0	1	2014-10-07
5057	0	2.0	1	2014-10-06
5058	0	5.0	1	2014-09-22
5059	0	5.0	1	2014-09-22
5060	0	5.0	1	2014-09-11
5061	0	4.0	1	2014-09-10
5062	0	5.0	1	2014-09-08
5063	0	2.0	1	2014-08-30
5064	0	2.0	1	2014-08-19
5065	0	5.0	1	2014-08-05
5066	0	2.0	1	2014-08-04
5067	0	5.0	1	2014-08-01
5068	0	4.0	1	2014-07-30
5069	0	4.0	1	2014-07-23
5070	0	4.0	1	2014-06-29
5071	0	1.0	1	2014-05-20
5072	0	4.0	1	2014-04-18
5073	0	5.0	1	2014-04-09
5074	0	5.0	1	2014-03-30
5075	0	5.0	1	2014-03-15
5076	0	1.0	1	2014-03-12
5077	0	1.0	1	2014-02-20
5078	0	4.0	1	2014-02-19
5079	0	5.0	1	2014-02-16
5080	0	2.0	1	2014-02-10
5081	0	4.0	1	2014-02-02
5082	0	4.0	1	2014-01-25
5083	0	4.0	1	2014-01-20
5084	0	4.0	1	2014-01-16
5085	0	5.0	1	2014-01-16
5086	0	3.0	1	2014-01-15
5087	0	5.0	1	2014-01-09
5088	0	2.0	1	2013-12-31
5089	0	4.0	1	2013-12-12
5090	0	1.0	1	2013-12-08
5091	0	3.0	1	2013-11-25
5092	0	3.0	1	2013-11-23
5093	0	5.0	1	2013-11-21
5094	0	5.0	1	2013-11-12
5095	0	2.0	1	2013-11-09
5096	0	4.0	1	2013-11-04
5097	0	4.0	1	2013-11-02
5098	0	3.0	1	2013-10-28
5099	0	4.0	1	2013-10-25
5100	0	5.0	1	2013-10-20
5101	0	4.0	1	2013-10-02
5102	0	4.0	1	2013-09-28
5103	0	4.0	1	2013-09-11
5104	0	3.0	1	2013-07-23
5105	0	4.0	1	2013-07-22
5106	0	4.0	1	2013-07-07
5107	0	4.0	1	2013-06-20
5108	0	1.0	1	2013-06-13
5109	0	5.0	1	2013-06-07
5110	0	4.0	1	2013-06-02
5111	0	5.0	1	2013-06-01
5112	0	2.0	1	2013-05-28
5113	0	3.0	1	2013-05-24
5114	0	4.0	1	2013-05-07
5115	0	3.0	1	2013-05-02
5116	0	4.0	1	2013-04-20
5117	0	5.0	1	2013-04-09
5118	0	5.0	1	2013-04-08
5119	0	4.0	1	2013-04-07
5120	0	2.0	1	2013-04-07
5121	0	3.0	1	2013-04-01
5122	0	3.0	1	2013-03-30
5123	0	4.0	1	2013-03-27
5124	0	1.0	1	2013-03-21
5125	0	5.0	1	2013-03-14
5126	0	4.0	1	2013-03-09
5127	0	3.0	1	2013-03-01
5128	0	4.0	1	2013-02-26
5129	0	5.0	1	2013-02-21
5130	0	4.0	1	2013-02-13
5131	0	2.0	1	2013-02-12
5132	1	1.0	-1	2014-04-17
5133	1	1.0	-1	2013-07-23
5134	1	1.0	-1	2013-04-13
5135	1	1.0	-1	2010-03-18
5136	1	2.0	-1	2014-05-20
5137	1	4.0	-1	2013-09-22
5138	1	4.0	-1	2013-08-24
5139	1	4.0	-1	2012-12-12
5140	1	4.0	-1	2011-05-11
5141	1	5.0	-1	2010-10-04
5142	1	5.0	-1	2010-09-25
5143	1	4.0	1	2014-05-11
