user_id,prod_id,rating,label,date,text_
5044,0,1,0,11/16/2014,"Drinks were bad, the hot chocolate was watered down and the latte had a burnt taste to it. The food was also poor quality, but the service was the worst part, their cashier was very rude."
5045,0,1,0,9/8/2014,"This was the worst experience I've ever had a casual coffee/light fare place. ÿThe server disappeared for 20 minutes, just talking to his friend by the window as my girlfriend and I sat dumbfounded that this dude had the nerve to do that on the job. ÿWe're trying to make eye contact, but clearly getting paid to talk to his bud was more important to him. My girlfriend went up to the counter once the server disappeared into the back for another 5 minutes (what is this guy doing?) and asked if she should order food up there or something. ÿThe girl at the counter gives her a weird look and just says ""I'll get your server."" ÿWhen they arrive from the back, they look over at our table and have a laugh. ÿYeah, leaving us hanging for half-a-goddamn hour at a place with only two other customers is not funny - but in retrospect, your collective incompetence and false sense of entitlement certainly was. The food was okay. ÿFor a place called ""toast,"" I'd figured the bread would be better, but it was just cold Le Bus. ÿAdditionally, I'm 95% sure the ""andouille"" in my special was just a link of the pre-packaged offering from Trader Joe's cut into four pieces. ÿ$9 for unapologetic mediocrity will not be happening again. Avoid this place like the plague. ÿI almost didn't leave a tip, and honestly I shouldn't have. ÿI felt the buyer's remorse all day. ÿWhat a disgrace."
5046,0,3,0,10/6/2013,"This is located on the site of the old Spruce St. Video. ÿThe mild cofee is very good and the pastris are great. ÿAt times, the service is slow even when it is not busy and at other times some patrons receive a complimentary mimosa drink. ÿThe WIFI is good."
5047,0,5,0,11/30/2014,"I enjoyed coffee and breakfast twice at Toast during my recent visit to Philly. The first morning I enjoyed the Omelette du Jour which had a savory filling of roast tomato, portobello, artichoke, goat cheese, and wilted spinach. It was accompanied by a crisp small side salad of baby greens, tomato, and berries. The house dressing was light and complementary, not at all over powering. I just HAD to complement the chef. The barista recommended a pour over coffee and it did not disappoint. He prepared my cup with care and attention to time and form. I followed the pour over with a wonderful latte, again prepared very well. As I was leaving town, I decided to visit again for breakfast before my long trip ahead. This breakfast was a delicious Eggs Benedict combo that was perfectly done and complemented by mushrooms, roast tomato, and a generous helping of wilted greens. A rich cup of melted butter accompanied the dish and the sweet side salad again brought balance to my meal. This time the barista made me a perfect cup of French Pressed Guatemalan Vienna roast coffee. It was balanced and bright, yet rich in flavor. I had to have a second cup to go! Cudos to the barista, chef, and friendly staff. Toast is definitely a place to visit, eat, and enjoy coffee prepared in a variety ways. Don't miss this one!"
5048,0,5,0,8/28/2014,"I love Toast! The food choices are fantastic - I love that they serve brunch all day, and their coffee is well brewed and prepared. I'm a fan of the large windows - it's the perfect location to sit and people watch for a little while. Nestled in Center City, Toast provides people like me who travel into the city for work a little haven to de-stress and kick back a little bit. The staff is wonderfully friendly and always eager to provide their own suggestions when you're not sure what to get. ÿNow that school is starting back up it also makes it the perfect environment to settle down and do some studying. I love the fact that they play Maps by the Yeah Yeah Yeah's - and related Pandora stations - it really sets the mood to unwind or have casual conversation with some friends. Can't wait to go back!"
5049,0,5,0,7/16/2013,"The egg on an English muffin (their take on eggs Benedict) was fantastic. Service was quick and pleasant. They have multiple roasters providing their coffee and the barista knew how to make a good cup. They have a La Marzocco Strada for espresso and then you can choose between a Chemex, French Press, or Fetco for filter coffee. There was plenty of seating, it's well lot, and comfortable. Free wifi available. Good stuff."
5050,0,5,0,3/3/2013,wonderful relaxed vibe and fantastic homemade English muffins. best Earl Grey tea in Center City.....looking forward to the outdoor seating in the Spring. friendly and helpful staff are a delight!
5051,0,1,1,12/5/2014,"Extremely slow kitchen. I went with an hour to eat before my shift and told the server that information as well. I got canned fruit and an omelette over 45 minutes later. I boxed it and left. About 2 weeks later I was waiting for quick hem and asked for the fastest thing they could make, bagel and cream cheese was the answer. That took over 15 minutes. Don't come here with any time constraints."
5052,0,2,1,11/26/2014,"I really wanted to love toast. It's quaint and cozy, and it was a perfect place to hop on a call while on my layover in Philadelphia. I figured I'd get a latte and some food while there. The latte was upwards of $4 for a small. I also ordered a turkey sausage grilled cheese, which I believe was around $10. We sat down and availed ourselves to the free wifi (great perk) while waiting for our food, which came within 15 mins. I took a bite of my crunchy grilled cheese, which was basically the size of a wonder bread slice, and was immediately horrified. This is not a grilled cheese with turkey sausage; this is a fucking abomination. I spread the sandwich and there was ONE slice of cheese on it--it was so dry that it wasn't even gooey or sticky. Also, there was ONE turkey sausage link that was sliced in half and spread diagonally across the sandwich. I would say that approximately 70% of the sandwich was turkey-less. The server happened to be nearby so my boyfriend said something about how the grilled cheese had no cheese...and he happily took it back and made a new one, with more cheese and the same amount of turkey sausage. It was a nice gesture but honestly, it's highway robbery to serve that sandwich and charge $10 for it. At the very most that sandwich costs $2 to make...and I'm including the side of salad greens. Overall, toast needs to step up their game. A little less stingy with the cheese, Some small tweaks to the menu, and slightly more reasonable prices, and the place would be great."
5053,0,4,1,11/17/2014,"First brunch experience here in Philly (actually in my entire life), and oh man, I can see why now brunch is such a thing. My friends and I initially planned on Green Eggs Caf‚, but because we would have had to wait 45 minutes for a table, we came here instead. Not only did the waitress seat us quickly, but the place also provided a very toasty ambience. (No pun intended.) I ordered a plate of their special egg toast: two poached eggs served atop a homemade split English muffin, with smoked salmon and asaparagus on the side. (I opted out of the Hollandaise sauce.) O-M-G. While I didn't get that runny yolk porn experience, each bite was a delicious sensation of salty and savory. Also, that English muffin was on point - so chewy and carb-y. I definitely recommend this place for a nice brunch minus the the terribly long line."
5054,0,3,1,10/20/2014,"Coffee is great and I live close so it's convenient! I've been here a handful of times but only eaten there twice. Their homemade English muffins are delish! I had mine with some jam. I've also had their avocado toast. It's poached eggs on homemade bread and alfalfa sprouts with plenty of avocado on the side. It comes with a side salad as well. It's really good but heavy on the alfalfa sprouts, I took most of them off and it was just fine after that! Their setup is nice, but windows, plenty of seating and even a handful of plugs if you want to do some work, which I appreciate. Their service leaves something to be desired though. Weekdays they only have counter service, which is understandable because most people are there to work while they have coffee and probably don't want to be bothered but still, some attention would be nice. I had to find my own utensils etc and the girl at the counter completely forgot that I was the one that was waiting for food, after only a few minutes. I'm all for good customer service so that was a little disappointing but I will still go for coffee and pastries. For a neighborhood that has tons of coffee shops this one is pretty good!"
5055,0,5,1,10/13/2014,"My family and I found this hidden gem while we were looking for a place to park and get some breakfast after traveling all day. We loved everything! The space is cute. The food was amazing! The juice and coffee were nice and fresh! We were impressed with Alex, the guy who took our order at the counter, delivered our food to our table, he also cleared other tables and seem to keep the line at the counter moving pretty fast!!! He manage all of these different jobs very efficiently and with a smile and a great personality! When we are in the area again, we will be sure to visit again!!!"
5056,0,5,1,10/7/2014,So many great things to say about this place . They are open early!! That's the first draw if you need to get some work done before your day starts. They have great drinks and the food is really good too. Plenty of space sit with huge windows so you can look outside as you work. Perfect ambience with light music that is soothing and not distracting. The staff was incredibly friendly and responsive. Absolutely nothing to complain about I hope this place sticks around for a long time. Oh also they bring your food and drinks to you! So you can order and sit down and set up your work or chat with a friend without having to stand in a line (not that there would be a line because they are so quick).
5057,0,2,1,10/6/2014,".. I wanted to love this place... I stopped by for brunch as i found it while roaming. I was excited for the omelette of the day but did not receive it. The staff was friendly, the tea was good. The omelette was just not tasty. Not sure if it was lack of technique of cooking or lack of seasoning but the spinach tasted really bad. Food: 2/5 Service: 4/5 Location; 4/5 - Super cure place. Nice and chill"
5058,0,5,1,9/22/2014,"The coffee is just better hear than all of the options in the area, I now actually walk out of my way to just get my iced lattes here. The food is pretty darn tasty too."
5059,0,5,1,9/22/2014,Toast was very good for breakfast when you want something hearty but not to filling. There egg toast (pretty much eggs Benedict) is very good and they have it in many different forms. I had the egg toast with avocado and my wife had the one with salmon. I'm not a huge fish guy but she said it was very good.
5060,0,5,1,9/11/2014,"Great Location, Love the vibe, food and love the service, highly recommended!!!"
5061,0,4,1,9/10/2014,"Toast is a comfortable and artistic environment with good food and very affordable prices. You can spend under $5 on a home made English muffin and coffee or go for a larger plate for under $15. My chia tea was brewed on site instead of from a mix (hooray!) and exceptionally creamy. My truffled egg sandwich was just the right portion and had fresh salad on the side with strawberries. They have huge windows that flood the space with light. The decor is cosy meets sculptural with mismatched pillows and modern artistic lighting. Our check came delightfully attached to a giant clothespin. It was early when I went, so there was not a crowd, but the staff was friendly, and fast."
5062,0,5,1,9/8/2014,"I stopped into Toast on my way to work to use my pc ÿand decided to try ÿthe eggs benedict ÿas i was hungry and had some time to kill....What a surprise !This was by far the very best EB""'s ÿI've had in this city so far. They use real baked ÿham and have a wonderful salad rather than the usual home fries as the side.. ÿIve been back many times since then and have not been disappointed yet. ÿA+ ps - the ÿenglish muffins are home made too boot!"
5063,0,2,1,8/30/2014,"Toast is ok. My goat cheese, tomato and spinach omelet was actually pretty good and the coffee was pretty good too. I had the hummus plate and the hummus was pretty good. But it's kind of expensive and although it's pretty good it's not great. Which is the whole thing. It's fine. There's nothing wrong with it but it's just not exciting in any way. I was kind of pissed that they wouldn't make my kid a plain omelette though when clearly they are capable of doing so. Weird. Nice space."
5064,0,2,1,8/19/2014,Really didn't see any vegan items on the menu. Soy milk wasn't even listed as an option on the board. I got a decent soy cappuccino but I have had better. I don't need to go here again.
5065,0,5,1,8/5/2014,The Toast of town!
5066,0,2,1,8/4/2014,"NOISE! Good food, OK coffee, moderate price but much too noisy from a terrible heating/AC system to enjoy a peaceful meal."
5067,0,5,1,8/1/2014,"Fantastic time at Toast! The omelet of the day had spinach, goat cheese and Capri tomatoes--Yum! Spritzers were fab and the perfect quencher for a warm day. I also had a bowl of fresh fruit and unlike some caf‚s the fruit was FRESH! It hadn't been in the fridge dying an icy death but perfect strawberries, blueberries, blackberries and banana. My kids (3 x 13y + 1(24y) 1 gal pal (13y)) ate everything on their plates and want to return. Above all the service was wonderful!"
5068,0,4,1,7/30/2014,"I would give toast 3.5 stars, but it is not an option, so I'll round up to 4. ÿThe food is pretty good, although very basic. Their menu doesn't have tons of options. The place fills up quickly on weekends, but if you come here during a weekday afternoon you can study or get some work done. ÿI felt that their french toast tasted kind of plain and they didn't have scrambled eggs on the menu (at a brunch place?!?), but perhaps that has changed since the last time I went there. ÿI highly recommend their spritzers. They are yummy and refreshing on a hot day."
5069,0,4,1,7/23/2014,"Solid little tea selection here, plus they carry sip n' glo juices (they are expensive, but good)! ÿThe hours are very convenient, too (Monday to Friday 7-7 and Saturday/Sunday 8-6). ÿThe hummus wrap looked delightful, but sadly, I wasn't hungry enough when I stopped in. ÿI will definitely be back to try it and will update accordingly!"
5070,0,4,1,6/29/2014,"Toast has the potential to be amazing - the food was excellent as was the coffee, but the service is lacking. Came here with two of my friends for brunch on a Sunday. We were seated immediately and though our host wasn't friendly, he wasn't rude either. I'm a hostess though and he could've done A LOT better. Anyway, my friends ordered lattes and I ordered a double shot of espresso. It took 20 minutes to receive our coffee..For food, sure, 20 minutes is fast, but just to receive our drinks?! Did I miss something? It wasn't even crowded, so I have no idea why it took that long. If it were crowded, I'd understand a little more. When we did get our food and drinks, everything was good, so no complaints there! Friendlier wait-staff and better service would make this place 5-stars. Toast is cute and has great food, but don't be in a rush when you go!"
